Date,Open,High,Low,Close,Volume
22-Aug-16,18535.859375,18570.919922,18466.859375,18529.419922,73450000
23-Aug-16,18568.939453,18631.599609,18545.519531,18547.300781,73990000
24-Aug-16,18537.5,18539.150391,18448.269531,18481.480469,72270000
25-Aug-16,18471.210938,18497.679688,18431.460938,18448.410156,64480000
26-Aug-16,18467.919922,18572.089844,18335.339844,18395.400391,78730000
29-Aug-16,18421.289062,18523.089844,18419.919922,18502.990234,64480000
30-Aug-16,18491.279297,18514.289062,18408.519531,18454.300781,68920000
31-Aug-16,18436.699219,18439.679688,18333.560547,18400.880859,98250000
01-Sep-16,18396.570312,18430.050781,18295.480469,18419.300781,74780000
02-Sep-16,18466.009766,18544.759766,18439.099609,18491.960938,74350000
06-Sep-16,18493.400391,18551.539062,18450.320312,18538.119141,83710000
07-Sep-16,18527.710938,18536.890625,18474.769531,18526.140625,67570000
08-Sep-16,18486.689453,18506.240234,18446.689453,18479.910156,79060000
09-Sep-16,18404.169922,18404.169922,18085.449219,18085.449219,120670000
12-Sep-16,18028.949219,18358.689453,17994.839844,18325.070312,103260000
13-Sep-16,18262.990234,18262.990234,18028.060547,18066.75,102830000
14-Sep-16,18073.390625,18163.480469,17992.210938,18034.769531,103360000
15-Sep-16,18024.910156,18250.109375,18015.490234,18212.480469,99550000
16-Sep-16,18217.210938,18217.210938,18070.210938,18123.800781,278510000
19-Sep-16,18154.820312,18254.880859,18093.050781,18120.169922,78090000
20-Sep-16,18175.359375,18227.210938,18128.800781,18129.960938,72450000
21-Sep-16,18164.960938,18307.429688,18121.570312,18293.699219,94090000
22-Sep-16,18343.759766,18449.880859,18343.759766,18392.460938,73030000
23-Sep-16,18377.359375,18383.759766,18254.839844,18261.449219,87170000
26-Sep-16,18217.759766,18217.759766,18083.320312,18094.830078,95510000
27-Sep-16,18099.210938,18238.099609,18052.160156,18228.300781,84130000
28-Sep-16,18240.220703,18349.859375,18179.339844,18339.240234,97650000
29-Sep-16,18322.880859,18366.230469,18091.640625,18143.449219,95880000
30-Sep-16,18181.800781,18369.619141,18181.800781,18308.150391,135470000
03-Oct-16,18279.599609,18279.800781,18203.75,18253.849609,68520000
